Bcru_last CTP1 CTP2 CTP3 CTP4 BDp1/BDlast BDp2/BDlast BDp3/BDlast BDp4/BDlast 
143.35 19.5332 19.5332 19.5332 19.5332 0.708412 0.708412 0.708412 0.708412
143.35 19.5332 19.5332 19.5332 19.5332 0.708412 0.708412 0.708412 0.708412
143.35 19.5333 19.5333 19.5333 19.5333 0.708412 0.708412 0.708412 0.708412
143.358 19.5344 19.5344 19.5344 19.5344 0.708412 0.708412 0.708412 0.708412
143.438 19.5452 19.5452 19.5452 19.5452 0.708412 0.708412 0.708412 0.708412
144.234 19.6536 19.6536 19.6536 19.6536 0.708412 0.708412 0.708412 0.708412
152.439 20.7717 20.7717 20.7717 20.7717 0.708412 0.708412 0.708412 0.708412
265.088 36.1215 36.1215 36.1215 36.1215 0.708412 0.708412 0.708412 0.708412
952.218 129.752 129.752 129.752 129.752 0.708412 0.708412 0.708412 0.708412
15859.8 2161.09 2161.09 2161.09 2161.09 0.708412 0.708412 0.708412 0.708412
576244 78520.4 78520.4 78520.4 78520.4 0.708412 0.708412 0.708412 0.708412
576244 78520.4 78520.4 78520.4 78520.4 0.708412 0.708412 0.708412 0.708412
576244 78520.4 78520.4 78520.4 78520.4 0.708412 0.708412 0.708412 0.708412
576246 78520.8 78520.8 78520.8 78520.8 0.70841 0.70841 0.70841 0.70841
576267 78525.1 78525.1 78525.1 78525.1 0.708387 0.708387 0.708387 0.708387
576476 78567.9 78567.9 78567.9 78567.9 0.708153 0.708153 0.708153 0.708153
578576 78998 78998 78998 78998 0.705818 0.705818 0.705818 0.705818
600988 83561.6 83561.6 83561.6 83561.6 0.682322 0.682322 0.682322 0.682322
668166 97987.4 97987.4 97987.4 97987.4 0.610919 0.610919 0.610919 0.610919
1.18753e+06 196220 196220 196220 196220 0.411978 0.411978 0.411978 0.411978
1.8008e+06 290548 290548 290548 290548 0.424927 0.424927 0.424927 0.424927
1.31759e+06 215407 215407 215407 215407 0.421417 0.421417 0.421417 0.421417
1.56096e+06 251583 251583 251583 251583 0.429811 0.429811 0.429811 0.429811
1.35641e+06 220783 220783 220783 220783 0.424558 0.424558 0.424558 0.424558
